acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,participant,label,category,set
-0.041666666666666664,0.979,-0.047999999999999994,2.4026000000000005,-1.5976,-1.1708,B,bench,heavy,30
-0.051000000000000004,0.9675,-0.048,0.2928,-3.8293999999999997,-0.3416,B,bench,heavy,30
-0.058666666666666666,0.9693333333333333,-0.052333333333333336,2.5976,-3.6708,-0.6952,B,bench,heavy,30
-0.05499999999999999,0.872,-0.07,11.9756,8.5488,-11.561,B,bench,heavy,30
-0.10033333333333334,0.781,-0.13466666666666668,26.780399999999997,14.475399999999999,-33.2684,B,bench,heavy,30
-0.2,0.9005000000000001,-0.20450000000000002,21.439,-6.3048,-4.0976,B,bench,heavy,30
-0.247,0.9169999999999999,-0.206,-31.8414,-4.7318,5.9514,B,bench,heavy,30
-0.269,1.2325,-0.1185,-27.170799999999996,-11.7682,11.0122,B,bench,heavy,30
-0.24566666666666667,1.1846666666666665,-0.07733333333333332,32.7318,0.8049999999999999,-10.5852,B,bench,heavy,30
-0.1795,0.8614999999999999,-0.124,20.7562,-5.780600000000001,-2.4024,B,bench,heavy,30
-0.20633333333333334,0.9296666666666668,-0.23233333333333336,3.8415999999999997,-3.7682,-6.255999999999999,B,bench,heavy,30
-0.2615,0.9275,-0.2115,7.4998000000000005,-1.7075999999999993,2.0608000000000004,B,bench,heavy,30
-0.27,0.957,-0.25566666666666665,-6.2072,-4.878,15.890199999999998,B,bench,heavy,30
-0.1985,0.995,-0.22,-29.305,-3.1586,27.0976,B,bench,heavy,30
-0.08800000000000001,0.789,-0.09666666666666668,-37.9024,-1.1343999999999994,20.7562,B,bench,heavy,30
-0.0165,0.8540000000000001,-0.009500000000000001,16.2926,-3.5488,2.1708000000000003,B,bench,heavy,30
-0.03133333333333333,0.9926666666666667,-0.06466666666666666,-1.7072000000000003,1.0732,-1.0364,B,bench,heavy,30
-0.05,0.9929999999999999,-0.0165,-0.4511999999999997,-2.6586,2.2194,B,bench,heavy,30
-0.037,0.9833333333333334,-0.015333333333333332,-4.8048,-0.3902,-1.3782,B,bench,heavy,30
-0.026000000000000002,0.948,-0.0009999999999999992,9.0242,-0.9879999999999995,-2.061,B,bench,heavy,30
-0.05566666666666667,0.9916666666666666,-0.04033333333333333,0.7804,-4.683,3.6098,B,bench,heavy,30
-0.0475,0.955,-0.0455,4.5242,-2.9756,-2.7682,B,bench,heavy,30
-0.056,0.9826666666666667,-0.04633333333333334,-2.0122,0.5,-0.5365999999999999,B,bench,heavy,30
-0.0635,0.9339999999999999,-0.049,7.8658,3.3414,-3.5245999999999995,B,bench,heavy,30
-0.06966666666666667,0.758,-0.09600000000000002,27.170799999999996,8.561,-27.549,B,bench,heavy,30
-0.1585,0.88,-0.192,21.5976,1.9756,-15.317000000000002,B,bench,heavy,30
-0.211,0.9313333333333333,-0.21666666666666667,-6.6952,-5.122,11.0974,B,bench,heavy,30
-0.20700000000000002,1.0265,-0.087,-44.4024,-12.3048,7.6218,B,bench,heavy,30
-0.27799999999999997,1.3933333333333333,-0.08533333333333333,26.2194,5.9266000000000005,-20.8172,B,bench,heavy,30
-0.225,0.8245,-0.1185,14.7196,-16.5122,-11.0732,B,bench,heavy,30
-0.2683333333333333,0.8936666666666667,-0.16866666666666666,-3.3047999999999993,2.3538000000000006,-6.3416,B,bench,heavy,30
-0.26949999999999996,0.92,-0.16649999999999998,12.317,3.9268,19.8904,B,bench,heavy,30
-0.25633333333333336,0.9653333333333333,-0.18866666666666668,-6.4876000000000005,-1.1218,6.3902,B,bench,heavy,30
-0.191,1.0314999999999999,-0.174,-18.5854,-13.158600000000002,29.024400000000004,B,bench,heavy,30
-0.08866666666666667,0.7876666666666666,-0.09633333333333334,-30.0122,6.0732,22.0246,B,bench,heavy,30
-0.019,0.865,-0.015,20.1832,-2.7318,1.0852000000000002,B,bench,heavy,30
-0.06233333333333333,1.0136666666666667,-0.059666666666666666,-4.1096,-0.10959999999999973,0.5121999999999998,B,bench,heavy,30
-0.054,0.9815,-0.078,3.8536,-3.9756,4.634,B,bench,heavy,30
-0.03866666666666667,0.9563333333333333,-0.059,-1.3048000000000002,-1.6463999999999999,0.1951999999999999,B,bench,heavy,30
-0.0375,0.9874999999999999,-0.051500000000000004,1.8046,-2.7927999999999997,-0.06099999999999994,B,bench,heavy,30
-0.044000000000000004,0.9686666666666666,-0.06266666666666666,3.4143999999999997,-2.9632,-0.8536000000000001,B,bench,heavy,30
-0.045,0.9815,-0.052500000000000005,-0.12179999999999983,-3.4512,1.866,B,bench,heavy,30
-0.04533333333333334,0.9586666666666667,-0.062,0.20739999999999995,-3.4512,-0.7071999999999999,B,bench,heavy,30
-0.051,0.979,-0.0605,1.5732,-2.0366,0.317,B,bench,heavy,30
-0.050333333333333334,0.976,-0.056666666666666664,0.20760000000000006,-2.866,0.9756,B,bench,heavy,30
-0.034,0.9365,-0.056,5.5122,-2.378,0.39039999999999997,B,bench,heavy,30
-0.052333333333333336,0.9803333333333333,-0.08600000000000001,-1.8782,-1.6705999999999999,0.15839999999999987,B,bench,heavy,30
0.0325,0.98,0.0235,8.378,-1.5245999999999997,1.2196,B,bench,heavy,31
0.002,0.8535,-0.028499999999999998,12.7928,1.8904000000000003,-17.7562,B,bench,heavy,31
-0.06766666666666667,0.7949999999999999,-0.09233333333333334,28.365999999999996,4.0488,-34.5244,B,bench,heavy,31
-0.21200000000000002,0.901,-0.16749999999999998,-2.2559999999999993,2.7074,-29.9146,B,bench,heavy,31
-0.2456666666666667,0.9076666666666666,-0.11333333333333334,-10.1708,-13.878,19.5368,B,bench,heavy,31
-0.241,1.1655,-0.008,-24.1096,-18.7804,23.512,B,bench,heavy,31
-0.216,1.3006666666666666,0.010333333333333333,26.183,10.8414,-22.9146,B,bench,heavy,31
-0.23149999999999998,0.894,-0.0775,3.4146,1.7072000000000003,-18.7196,B,bench,heavy,31
-0.26699999999999996,0.9233333333333333,-0.11833333333333333,9.0366,-6.5,4.1708,B,bench,heavy,31
-0.252,0.9325,-0.0955,0.6341999999999999,-1.8170000000000002,13.390200000000002,B,bench,heavy,31
-0.2346666666666667,1.0039999999999998,-0.08666666666666667,-21.2926,-8.4024,25.6098,B,bench,heavy,31
-0.1155,0.8815,0.022,-30.2562,-4.1218,34.8658,B,bench,heavy,31
-0.005,0.7746666666666666,-0.01466666666666667,9.2196,-3.0366,-9.0366,B,bench,heavy,31
-0.066,1.048,0.0245,6.6586,1.7194000000000003,0.5853999999999997,B,bench,heavy,31
-0.09133333333333334,0.6786666666666666,-0.035333333333333335,28.182799999999997,18.7316,-42.5366,B,bench,heavy,31
-0.16649999999999998,0.9279999999999999,-0.156,19.4026,-2.0854,-17.4754,B,bench,heavy,31
-0.2703333333333333,0.9369999999999999,-0.09700000000000002,-19.3414,-6.1218,11.2684,B,bench,heavy,31
-0.323,1.216,0.025500000000000002,-26.2682,-11.7928,9.4636,B,bench,heavy,31
-0.2813333333333333,1.2593333333333334,-0.013333333333333334,44.744,13.4512,-10.6828,B,bench,heavy,31
-0.23099999999999998,0.8665,-0.122,10.4634,-7.3904,-4.7564,B,bench,heavy,31
-0.245,0.9423333333333334,-0.19233333333333333,-8.8294,3.9878,2.7196000000000002,B,bench,heavy,31
-0.22549999999999998,0.9325,-0.115,-3.9878,-6.1708,20.6586,B,bench,heavy,31
-0.15933333333333333,1.0236666666666665,-0.08766666666666667,-33.6218,-10.4876,33.0854,B,bench,heavy,31
-0.0655,0.671,0.013499999999999998,-11.3782,-6.4024,17.6462,B,bench,heavy,31
-0.011333333333333334,0.9803333333333334,0.023333333333333334,6.1096,0.036600000000000056,-2.0976,B,bench,heavy,31
-0.020999999999999998,0.7265,-0.0265,22.1098,12.7804,-25.9514,B,bench,heavy,31
-0.11499999999999999,0.7046666666666667,-0.09566666666666666,25.4998,3.0854000000000004,-38.9146,B,bench,heavy,31
-0.274,1.0025,-0.1305,-9.4756,-11.1706,15.3416,B,bench,heavy,31
-0.24533333333333332,1.2293333333333332,0.004333333333333332,-37.122,-15.0,12.1952,B,bench,heavy,31
-0.2615,1.3900000000000001,0.07400000000000001,28.5,8.8902,-16.6828,B,bench,heavy,31
-0.19733333333333333,0.823,-0.048666666666666664,10.9024,1.8414000000000001,-10.0608,B,bench,heavy,31
-0.24,0.9225,-0.10500000000000001,9.1098,-3.9880000000000004,2.7072000000000003,B,bench,heavy,31
-0.25466666666666665,0.963,-0.11266666666666665,-2.817,0.8416000000000002,0.5610000000000002,B,bench,heavy,31
-0.2645,0.9715,-0.104,-5.4878,-6.0974,5.634,B,bench,heavy,31
-0.218,0.9776666666666666,-0.06633333333333334,-15.7196,-10.4758,36.9878,B,bench,heavy,31
-0.104,0.862,0.0535,-15.2684,-2.4512,25.9146,B,bench,heavy,31
-0.002999999999999998,0.8396666666666667,-0.032999999999999995,6.4146,2.4998000000000005,-13.6344,B,bench,heavy,31
-0.0625,0.8460000000000001,-0.015,23.2562,8.9148,-19.1708,B,bench,heavy,31
-0.12566666666666668,0.703,-0.126,29.5856,2.0244,-35.3658,B,bench,heavy,31
-0.27849999999999997,0.9924999999999999,-0.151,-14.9756,-12.317,13.634199999999998,B,bench,heavy,31
-0.2763333333333333,1.187,-0.03866666666666667,-32.317,-8.7928,16.0244,B,bench,heavy,31
-0.2885,1.395,0.0395,25.6462,8.9268,-16.8416,B,bench,heavy,31
-0.206,0.8300000000000001,-0.08600000000000001,17.2436,-8.1708,-5.939,B,bench,heavy,31
-0.2595,0.905,-0.11449999999999999,0.3780000000000001,5.9268,-3.061,B,bench,heavy,31
-0.26333333333333336,0.9513333333333334,-0.13066666666666668,-5.9268,4.6952,5.0120000000000005,B,bench,heavy,31
-0.22,0.9664999999999999,-0.1325,4.4756,-16.378,23.9756,B,bench,heavy,31
-0.164,1.0456666666666667,-0.09266666666666667,-28.183,2.8294,33.3658,B,bench,heavy,31
-0.0005000000000000004,0.849,-0.0065,-16.378,-2.7561999999999998,29.122000000000003,B,bench,heavy,31
0.041666666666666664,0.7803333333333334,-0.019000000000000003,8.622,-4.146,-11.1708,B,bench,heavy,31
-0.028999999999999998,1.1005,0.059,-3.9509999999999996,2.4514000000000005,0.7806,B,bench,heavy,31
-0.02,0.9423333333333334,0.03866666666666666,5.6708,-2.9026,-1.6344,B,bench,heavy,31
-0.006999999999999999,0.992,0.022,1.5608,-4.0485999999999995,0.25600000000000006,B,bench,heavy,31
-0.012333333333333335,0.9596666666666667,0.0010000000000000002,-1.4265999999999999,-3.1828000000000003,-0.5975999999999998,B,bench,heavy,31
-0.0375,0.966,0.014499999999999999,-0.37799999999999995,-2.3045999999999998,-0.25599999999999995,B,bench,heavy,31
-0.03666666666666667,0.9286666666666666,0.020666666666666667,8.1586,1.3538000000000001,-7.0366,B,bench,heavy,31
-0.061,0.6895,-0.053000000000000005,23.2684,9.6342,-35.4636,B,bench,heavy,31
-0.166,0.8926666666666666,-0.103,11.7928,-2.3412000000000006,-19.0488,B,bench,heavy,31
-0.232,0.9205,-0.057499999999999996,-17.5122,-5.061,19.8902,B,bench,heavy,31
-0.3013333333333333,1.3916666666666666,0.06466666666666666,-31.1706,-9.9878,-5.1706,B,bench,heavy,31
-0.254,1.0615,0.067,42.9144,-8.1098,-13.11,B,bench,heavy,31
-0.21066666666666667,0.8343333333333334,-0.078,15.3536,-3.2316000000000003,-6.8292,B,bench,heavy,31
-0.2615,0.887,-0.099,9.439,0.6585999999999999,8.3048,B,bench,heavy,31
-0.26233333333333336,0.9486666666666667,-0.165,-2.8536,5.1708,-2.0242000000000004,B,bench,heavy,31
-0.2455,0.961,-0.122,-2.9512,3.2802,4.1586,B,bench,heavy,31
-0.227,0.9883333333333333,-0.13033333333333333,-9.6464,1.7926000000000002,12.1586,B,bench,heavy,31
-0.183,1.0179999999999998,-0.1295,-21.8902,-10.5366,27.2928,B,bench,heavy,31
-0.08900000000000001,0.8450000000000001,-0.004,-22.183,-7.182600000000001,29.305200000000003,B,bench,heavy,31
0.0,0.7665,0.02,5.6586,0.3048000000000002,-8.7684,B,bench,heavy,31
-0.039,1.0456666666666667,0.06766666666666667,6.9024,-1.8048000000000002,5.5732,B,bench,heavy,31
-0.03,0.9755,0.031,10.4026,-2.9392,2.1096,B,bench,heavy,31
-0.017666666666666667,0.9733333333333333,-0.005999999999999999,6.0366,-3.1706,7.6218,B,bench,heavy,31
-0.004,0.985,-0.053,5.4879999999999995,-0.4066666666666667,0.4266666666666667,B,bench,heavy,31
-0.156,0.9443333333333334,-0.06866666666666667,-8.171000000000001,3.2076000000000002,1.4023999999999999,B,ohp,heavy,32
-0.1605,0.9975,-0.053,0.9146000000000001,2.1098,-4.9514,B,ohp,heavy,32
-0.274,1.247,-0.11733333333333333,21.683,32.4024,-48.2196,B,ohp,heavy,32
-0.3195,0.8744999999999999,-0.1585,44.622,21.4756,-14.963399999999998,B,ohp,heavy,32
-0.329,0.7476666666666666,-0.24833333333333332,13.0,11.0608,-5.622199999999999,B,ohp,heavy,32
-0.357,0.7855,-0.3325,16.0488,-2.7926,7.4514,B,ohp,heavy,32
-0.39666666666666667,0.9176666666666667,-0.437,-20.2806,-5.6098,7.0854,B,ohp,heavy,32
-0.33599999999999997,0.998,-0.34550000000000003,-77.9512,-10.2196,30.3414,B,ohp,heavy,32
-0.10833333333333334,0.5716666666666667,-0.15533333333333332,-7.622200000000004,14.341399999999998,36.3902,B,ohp,heavy,32
-0.192,1.172,0.0385,10.0974,-4.1095999999999995,1.4025999999999996,B,ohp,heavy,32
-0.11399999999999999,0.883,-0.078,5.805,-8.2926,-0.21940000000000026,B,ohp,heavy,32
-0.121,0.984,-0.14600000000000002,10.9756,-6.573,-1.9024,B,ohp,heavy,32
-0.141,0.9646666666666667,-0.142,-1.8294000000000001,3.6706000000000003,-4.9754000000000005,B,ohp,heavy,32
-0.158,0.9475,-0.135,1.9146,7.6706,4.4512,B,ohp,heavy,32
-0.15533333333333332,0.949,-0.118,-8.4148,13.3292,5.4268,B,ohp,heavy,32
-0.11699999999999999,0.9485,-0.133,13.0732,-20.2438,2.1586000000000003,B,ohp,heavy,32
-0.12633333333333333,0.9659999999999999,-0.14833333333333332,-0.6464000000000001,-6.7196,-5.4144000000000005,B,ohp,heavy,32
-0.1005,0.698,-0.15,32.7072,1.4147999999999996,-33.1828,B,ohp,heavy,32
-0.2373333333333333,0.7613333333333333,-0.2996666666666667,38.8902,2.2684000000000006,-16.4268,B,ohp,heavy,32
-0.2935,0.819,-0.40149999999999997,12.524799999999999,-11.7562,-1.012,B,ohp,heavy,32
-0.36366666666666664,0.9026666666666666,-0.3476666666666666,-15.097399999999999,-9.256,-4.768400000000001,B,ohp,heavy,32
-0.421,0.97,-0.28350000000000003,-49.7682,-19.7806,14.914600000000002,B,ohp,heavy,32
-0.313,0.9843333333333333,-0.16166666666666665,-41.4632,-20.7074,25.622000000000003,B,ohp,heavy,32
-0.311,1.387,-0.096,25.0122,27.2438,-11.158600000000002,B,ohp,heavy,32
-0.355,1.0656666666666668,-0.21233333333333335,80.2562,31.2438,-22.9754,B,ohp,heavy,32
-0.33499999999999996,0.8385,-0.405,8.6462,-15.866,-18.8782,B,ohp,heavy,32
-0.33266666666666667,0.7003333333333334,-0.371,-22.2196,8.9146,9.621799999999999,B,ohp,heavy,32
-0.34099999999999997,0.81,-0.2925,-31.805,-3.7438000000000002,15.5732,B,ohp,heavy,32
-0.29000000000000004,0.8643333333333333,-0.17733333333333334,-40.878,-29.731600000000004,44.6218,B,ohp,heavy,32
-0.1335,0.6575,-0.1325,17.0854,0.17059999999999995,7.366,B,ohp,heavy,32
-0.16866666666666666,0.9963333333333333,-0.14133333333333334,-9.073,-6.4756,-6.0488,B,ohp,heavy,32
-0.096,0.469,-0.082,60.70739999999999,12.7684,-43.5004,B,ohp,heavy,32
-0.37433333333333335,0.9213333333333332,-0.3453333333333333,30.975600000000004,-4.207599999999999,-1.8536000000000001,B,ohp,heavy,32
-0.3575,0.8895,-0.3755,-12.0122,-10.756,-14.4024,B,ohp,heavy,32
-0.428,0.8686666666666666,-0.3196666666666667,-9.6098,-21.9148,3.878,B,ohp,heavy,32
-0.489,0.9635,-0.3115,-40.1466,-5.670800000000001,14.0732,B,ohp,heavy,32
-0.355,0.9129999999999999,-0.15066666666666667,-25.1218,-10.2438,25.549,B,ohp,heavy,32
-0.2855,1.044,-0.0595,-11.817,-16.2076,9.7804,B,ohp,heavy,32
-0.3866666666666667,1.2366666666666666,-0.10733333333333334,65.86580000000001,48.0976,-26.6584,B,ohp,heavy,32
-0.377,0.9075,-0.2695,43.2074,12.829399999999998,-15.207400000000002,B,ohp,heavy,32
-0.36200000000000004,0.806,-0.39399999999999996,4.378,-13.0856,-0.6341999999999999,B,ohp,heavy,32
-0.3685,0.8335,-0.4535,-31.6952,-8.305,19.3292,B,ohp,heavy,32
-0.251,0.7283333333333334,-0.21266666666666667,-66.866,5.2802,36.7438,B,ohp,heavy,32
-0.16249999999999998,0.6965,-0.137,15.122,-8.9148,9.5974,B,ohp,heavy,32
-0.17700000000000002,0.9706666666666667,-0.128,4.2318,-4.5244,5.6096,B,ohp,heavy,32
-0.16599999999999998,0.9635,-0.16849999999999998,2.2684,-6.5489999999999995,-16.3416,B,ohp,heavy,32
-0.16066666666666665,0.5933333333333334,-0.145,49.24399999999999,9.1586,-32.0732,B,ohp,heavy,32
-0.39649999999999996,0.9475,-0.3505,30.4758,-1.6219999999999999,-12.816999999999998,B,ohp,heavy,32
-0.36866666666666664,0.8663333333333334,-0.43133333333333335,6.0242,-0.2559999999999998,0.5241999999999998,B,ohp,heavy,32
-0.38,0.8035000000000001,-0.41800000000000004,-17.6218,-11.6952,8.0242,B,ohp,heavy,32
-0.4023333333333334,0.9500000000000001,-0.31766666666666665,-40.8658,-4.2196,8.7804,B,ohp,heavy,32
-0.3315,0.9655,-0.22150000000000003,-36.1584,-12.573,18.0244,B,ohp,heavy,32
-0.264,0.9446666666666665,-0.08533333333333333,-13.756,-18.9144,15.756200000000002,B,ohp,heavy,32
-0.29000000000000004,1.2435,-0.075,4.805,8.7072,-8.9268,B,ohp,heavy,32
-0.335,1.0846666666666667,-0.12366666666666666,75.6586,29.8904,-16.7686,B,ohp,heavy,32
-0.33699999999999997,0.868,-0.3125,23.0122,-11.2438,-20.5366,B,ohp,heavy,32
-0.3713333333333333,0.8086666666666668,-0.3866666666666667,10.4268,-4.6342,-3.7926,B,ohp,heavy,32
-0.401,0.774,-0.3235,-7.0732,5.219600000000001,6.1706,B,ohp,heavy,32
-0.35766666666666663,0.8406666666666666,-0.39799999999999996,-24.0366,-17.9756,29.280399999999997,B,ohp,heavy,32
-0.20900000000000002,0.8280000000000001,-0.159,-83.7074,24.1708,25.4514,B,ohp,heavy,32
-0.17166666666666666,0.8109999999999999,-0.13366666666666668,31.7318,-5.4148,1.3050000000000002,B,ohp,heavy,32
-0.21350000000000002,0.911,-0.158,9.7928,-7.6342,12.0488,B,ohp,heavy,32
-0.15433333333333332,0.9580000000000001,-0.16733333333333333,-11.3416,-6.658799999999999,-4.0366,B,ohp,heavy,32
-0.183,0.9515,-0.1345,0.30500000000000005,-11.2318,-13.4268,B,ohp,heavy,32
-0.21133333333333335,0.7953333333333333,-0.11966666666666666,27.439,13.804599999999999,-18.061,B,ohp,heavy,32
-0.2715,0.7150000000000001,-0.1415,6.5366,15.3416,-44.683,B,ohp,heavy,32
-0.3893333333333333,0.7983333333333333,-0.284,31.1466,1.1342,7.2926,B,ohp,heavy,32
-0.4245,0.897,-0.32,-18.7928,-13.1464,11.9636,B,ohp,heavy,32
-0.41533333333333333,0.9596666666666667,-0.22866666666666666,-43.561,-18.8538,11.633799999999999,B,ohp,heavy,32
-0.372,1.0154999999999998,-0.036500000000000005,-45.0366,-23.8778,20.134,B,ohp,heavy,32
-0.29433333333333334,1.0336666666666667,0.055,-20.9024,-18.512,14.548600000000002,B,ohp,heavy,32
-0.3285,1.2919999999999998,0.128,34.68300000000001,23.195,-8.622,B,ohp,heavy,32
-0.3396666666666666,0.9550000000000001,-0.0046666666666666705,78.9144,-11.207199999999998,-31.317,B,ohp,heavy,32
-0.347,0.855,-0.22249999999999998,28.244,12.134,-23.7804,B,ohp,heavy,32
-0.4693333333333333,0.8146666666666667,-0.32066666666666666,11.561,1.366,0.18300000000000008,B,ohp,heavy,32
-0.472,0.8185,-0.3535,-25.5366,0.8904,0.9998000000000002,B,ohp,heavy,32
-0.40066666666666667,0.8146666666666667,-0.2806666666666667,-31.6342,15.231799999999998,22.1464,B,ohp,heavy,32
-0.3195,0.753,-0.179,1.5974000000000004,-13.3536,33.4268,B,ohp,heavy,32
-0.247,0.8266666666666667,-0.12333333333333334,-33.4754,-4.0122,15.609800000000002,B,ohp,heavy,32
-0.159,0.9235,-0.1815,16.2806,-0.5001999999999996,-3.2075999999999993,B,ohp,heavy,32
-0.238,0.8726666666666666,-0.16333333333333333,15.341399999999998,1.0853999999999997,-6.8904,B,ohp,heavy,32
-0.1915,0.6475,-0.1765,45.7926,3.9266000000000005,-17.6464,B,ohp,heavy,32
-0.30866666666666664,0.8109999999999999,-0.32966666666666666,18.9634,3.0608000000000004,-5.4024,B,ohp,heavy,32
-0.3095,0.868,-0.381,-14.316999999999998,1.7680000000000007,4.805,B,ohp,heavy,32
-0.304,0.9420000000000001,-0.34099999999999997,-15.0976,-7.1584,29.8536,B,ohp,heavy,32
-0.244,1.0735000000000001,-0.3045,-40.134,-16.366,35.9146,B,ohp,heavy,32
-0.12366666666666666,1.0676666666666665,-0.2173333333333333,-6.2074,-32.817,13.4876,B,ohp,heavy,32
-0.0865,0.9774999999999999,-0.0495,-21.138,-8.150333333333334,0.1423333333333332,B,ohp,heavy,32
-0.136,0.986,-0.053,-4.29875,-0.7317499999999999,0.21350000000000002,B,ohp,heavy,33
-0.16499999999999998,0.956,-0.006999999999999999,-13.890199999999998,4.0611999999999995,-2.195,B,ohp,heavy,33
-0.157,0.9443333333333334,0.011666666666666667,3.317,-9.512,2.7439999999999998,B,ohp,heavy,33
-0.1555,0.8480000000000001,0.001,6.1952,-2.768,4.3536,B,ohp,heavy,33
-0.20366666666666666,1.3780000000000001,0.051333333333333335,4.3904,2.817,-8.1952,B,ohp,heavy,33
-0.31,1.1155,-0.1245,75.76820000000001,26.9878,-57.7684,B,ohp,heavy,33
-0.2823333333333333,0.765,-0.246,6.2804,7.2438,-3.9756,B,ohp,heavy,33
-0.3245,0.8714999999999999,-0.33399999999999996,-41.2562,-4.7806,6.817,B,ohp,heavy,33
-0.251,0.7833333333333333,-0.103,-73.5854,-7.2072,37.1342,B,ohp,heavy,33
-0.176,0.6905,0.011000000000000003,14.6708,-12.1096,24.4756,B,ohp,heavy,33
-0.13499999999999998,0.9733333333333333,0.040333333333333325,-10.6832,1.6705999999999996,-1.6585999999999999,B,ohp,heavy,33
-0.1345,0.9584999999999999,0.08499999999999999,9.7196,-2.244,5.561,B,ohp,heavy,33
-0.158,0.956,0.08366666666666667,6.0122,-2.1828,1.6585999999999999,B,ohp,heavy,33
-0.1365,0.956,0.035500000000000004,9.8782,-4.2804,2.6952000000000003,B,ohp,heavy,33
-0.12866666666666668,0.9249999999999999,-0.011666666666666665,13.231799999999998,-11.1342,-9.5732,B,ohp,heavy,33
-0.10500000000000001,0.6495,-0.08750000000000001,49.1098,16.7682,-24.0854,B,ohp,heavy,33
-0.237,0.9206666666666666,-0.242,35.573,-1.9878,-6.7684,B,ohp,heavy,33
-0.2225,0.8325,-0.35250000000000004,8.7196,-4.683,-5.7194,B,ohp,heavy,33
-0.30466666666666664,0.8983333333333334,-0.3363333333333333,-4.9878,-5.195,2.6950000000000003,B,ohp,heavy,33
